非洲	África
Fûn	Minuto
Yù-thai Chhṳ-chhṳ-chû	Óblast Autónomo Hebreo
Ngò-lò-sṳ̂-ngî	Idioma ruso
Tûng-nàm-â Koet-kâ Lièn-mèn	Asociación de Naciones del Sudeste Asiático
Sakhalin-chû	Óblast de Sajalín
Mien-pâu	Pan
Sṳ-kie Mo-yi Chû-chṳt	Organización Mundial del Comercio
漢語	Idioma chino
Se-pâu	Célula
Hiet-yi̍t	Sangre
Hi	Pulmones
Lò-mâ-nì-â-ngî	Idioma rumano
Pó-kâ-li-â-ngî	Idioma búlgaro
Magadan-chû	Óblast de Magadán
Chhṳ-yèn Khô-ho̍k	Ciencias naturales
Het-chhe̍t Mìn	Akira Kurosawa
Franklin D. Roosevelt	Franklin D. Roosevelt
Thi-khiù Khô-ho̍k	Ciencias de la Tierra
Sa̍k-thèu	Roca
Yùn	Nube
Kí-hò-ho̍k	Geometría
Tet-lu-kú-ngî	Idioma télugu
Thai-hì-chhèn	Atmósfera
Kak-lû-kit-â-ngî	Idioma georgiano
Kîn-chi-ho̍k	Economía
Pîn-kóng	Pangkal Pinang
漢字	Sinograma
Sî-lî-ngì Sṳ-mû	Alfabeto cirílico
Lâ-tên sṳ-mû	Alfabeto latino
Vùn-ho̍k	Literatura
分類:Fap-koet	Categoría:Francia
分類:Yîm-ngo̍k	Categoría:Música
分類:Vùn-ho̍k	Categoría:Literatura
La̍p-pá	Trompeta
Â-li̍t-sân-thai sâm-sṳ	Alejandro Magno
Kiûn-sṳ-thán-tên Yit-sṳ	Constantino I (emperador)
Set-lû-sṳ thai-ti	Ciro II el Grande
Vùn-mìn	Civilización
Kau-yuk	Educación
Kâ-thìn	Familia
Nàm-ngìn	Varón
Fûn-yîn	Matrimonio
Kiûn-sṳ	Militar
Kâ-pî	Café
Ngiù-nen	Leche
Sûn Chûng-sân	Sun Yat-sen
Â-yuk-vòng	Aśoka
香港	Hong Kong
Thai-yîn Ti-koet	Imperio británico
Sú-ngì	Seúl
Kâm-nái-thit Koet-chi Kî-chhòng	Aeropuerto Internacional John F. Kennedy
上海	Shanghái
Lùn-tûn Hî-sṳ̂-lu Kî-chhòng	Aeropuerto de Londres-Heathrow
Lùn-tûn Kak-vet Kî-chhòng	Aeropuerto de Londres-Gatwick
Set-vì-li-â	Sevilla
Chhîn-chhèu	Dinastía Qing
Â-ngì-pâ-nì-â-ngî	Idioma albanés
Pâ-sṳ̂-khiet-ngî	Euskera
Â-lâ-kung-ngî	Idioma aragonés
Yîn-koet Hòng-khûng	British Airways
Â-mî-nì-â-ngî	Idioma armenio
Vû-khiet-làn-ngî	Idioma ucraniano
Pâ-lùn-sî-â	Valencia
Shuì-tién-ngî	Idioma sueco
Tan-ma̍k-ngî	Idioma danés
Nò-vî-ngî	Idioma noruego
Kô-thi̍t-fu̍t-lòi-tet Vî-liâm Lòi-pu-nì-tsṳ	Gottfried Leibniz
Tshia̍p-khiet-ngî	Idioma checo
Sṳ̂-lo̍k-phat-khiet-ngî	Idioma eslovaco
Sṳ̂-lo̍k-vì-nì-â-ngî	Idioma esloveno
Hiûng-ngà-li-ngî	Idioma húngaro
Oi-sâ-nì-â-ngî	Idioma estonio
Là-thot-vì-â-ngî	Idioma letón
Li̍p-thâu-vón-ngî	Idioma lituano
Pha̍k-ngò-lò-sṳ̂-ngî	Idioma bielorruso
Kui-mí-thi̍t-lî Mùn-tet-lie̍t-fû	Dmitri Mendeléyev
Ngièn-chṳ́	Átomo
Lâ-set-fuk	Ernest Rutherford
Hî-lia̍p-ngî	Idioma griego
Oi-ngì-làn-ngî	Idioma irlandés
Pô-sṳ̂-ngî	Idioma persa
Chûng-kau	Religión
Chêu-sién-ngî	Idioma coreano
Chhóng-sṳ-ki	Génesis
Kóng-tûng-fa	Cantonés estándar
Chhut-âi-khi̍p-ki	Éxodo
Ye̍t-nàm-ngî	Idioma vietnamita
Pó-lò	Pablo de Tarso
Kô-mièn-ngî	Idioma camboyano
Thai-ngî	Idioma tailandés
Mâ-lòi-ngî	Idioma malayo
Yin-nì-ngî	Idioma indonesio
Mùng-kú-ngî	Idioma mongol
Hâ-sat-khiet-ngî	Idioma kazajo
Vû-tsṳ̂-phe̍t-khiet-ngî	Idioma uzbeko
Thú-khù-màn-ngî	Idioma turcomano
Yù-thai-kau	Judaísmo
Hî-pak-lói-ngî	Idioma hebreo
Â-set-pai-kiông-ngî	Idioma azerí
Mâ-khì-tun-ngî	Idioma macedonio
Set-ngì-vì-â-ngî	Idioma serbio
Set-ngì-vì-â Khiet-lò-thi-â-ngî	Idioma serbocroata
Pô-sṳ-nì-â-ngî	Idioma bosnio
Kâ-lî-sî-â-ngî	Idioma gallego
Vî-ngì-sṳ̂-ngî	Idioma galés
Sû-kak-làn Koi-ngì-ngî	Gaélico escocés
Siak-khiet-kau	Sijismo
John Maynard Keynes	John Maynard Keynes
Lufthansa Hòng-khûng	Lufthansa
Ló-chṳ́	Lao-Tsé
Kôn-chhóng	Hígado
Shìn	Riñón
Sṳ̀n-kîn Ne-thúng	Sistema nervioso
Sîm-lî-ho̍k	Psicología
Sṳt-kâ-mèu-nì	Buda Gautama
Mâ-tên Lu-tet	Martín Lutero
Yî-kâ	Confucianismo
Thiên-chú-kau	Iglesia católica
Tho-kau	Taoísmo
Chit-siói	Médula espinal
Sa̍t	Lengua (anatomía)
Yî-tshóng	Páncreas
Hèu-thèu	Laringe
Fuk-khiet-làn khiùn-tó	Islas Malvinas
Vàng-kak-mo̍k	Diafragma (anatomía)
Lân-mî	Apéndice vermiforme
Elizabeth Ngi-sṳ	Isabel II del Reino Unido
Thòng-chhèu	Dinastía Tang
John F. Kennedy	John F. Kennedy
Mìn-chhèu	Dinastía Ming
Dwight D. Eisenhower	Dwight D. Eisenhower
Ronald Reagan	Ronald Reagan
Sat-là-kô-sat	Zaragoza
Kîm Tsang-ngit	Kim Jong-il
Ngièn-su Chû-khì-péu	Tabla periódica de los elementos
Chû-su̍k	Sus
Mariano Rajoy	Mariano Rajoy
Se-khiûn	Bacteria
Phù-thò	Uva
Phûng-thòng	Miel
Thông	Azúcar
Vòng-theu	Glycine max
Kûng-chhàng-ho̍k	Ingeniería
Vùn-fa	Cultura
Fan-vun	Sánscrito
Sùn-fàn Hì-thúng	Aparato circulatorio
Sôn	Ácido
Yî-ho̍k	Medicina
Néu-Yok Sṳ-kie Mo-yi Chûng-sîm	World Trade Center
Hâ Màn-hâ-tun	Lower Manhattan
Yàm	Sal
分類:Pâ-sî	Categoría:Brasil
Màn-hâ-tun	Manhattan
Ngièn-su	Elemento químico
Kâ-suk-thu	Aceleración
Li̍t	Fuerza
Kú	Tambor
Tsṳt-liông	Masa
Thien-yáng	Película
Kîm-su̍k	Metal
Nùng-ngia̍p	Agricultura
Sâng-yîm	Sonido
Sṳ̀-kiên	Tiempo
Mien-chit	Área
Kûng-kîn	Kilogramo
Kûng-tshak	Metro
Miéu	Segundo
Pâu-siuk	Zea mays
Kûng-sṳ̂n	Litro
Fà-ngì-kiê	Wall Street
Tûng-nàm-â	Sudeste Asiático
Tshùng-khin	Chongqing
Thiên-tsîn	Tianjín
Vú-hon-sṳ	Wuhan
Kú Hî-lia̍p	Antigua Grecia
Thomas Jefferson	Thomas Jefferson
Vùi-sṳ̂-khà	Huesca
Tychy	Tychy
El Masnou	El Masnou
Pu-lie̍t-thap-nì-ngî	Idioma bretón
Brittany	Bretaña
Lóng	Sordera
Chhi̍t-phiang	Enfermedad
Khien-không	Salud
Sok-lî-â	Soria
Màn-tó-ngî	Idioma manés
Chhiâng-môi-su	Penicilina
Nantes	Nantes
Pot-thâm-fó	Tuberculosis
Mà-chiông	Mahjong
模板:Location map Taiwan	Plantilla:Mapa de localización de República de China
Detroit	Detroit
Van-lî Tshòng-sàng	Gran Muralla China
Gard-sén	Gard
Gers-sén	Gers (departamento)
Sông Garonne-sén	Alto Garona
Sṳ̀n-sṳn Lò-mâ Ti-koet	Sacro Imperio Romano Germánico
Ille-et-Vilaine-sén	Ille y Vilaine
Isère-sén	Isère
Chûng-kau Kói-kiet	Reforma protestante
Sông Loire-sén	Alto Loira
Lot-sén	Lot (departamento)
Lozère-sén	Lozère
Maine-et-Loire-sén	Maine y Loira
Nì-pu-kap-nì-sat ngi-sṳ	Nabucodonosor II
Mayenne-sén	Mayenne
Morbihan-sén	Morbihan
Nièvre-sén	Nièvre
Nord-sén	Norte (Francia)
Calais Hói-hia̍p-sén	Paso de Calais (departamento)
Puy-de-Dôme-sén	Puy-de-Dôme
Sông Pyrénées-sén	Altos Pirineos
Pyrénées-Orientales-sén	Pirineos Orientales
Hâ Rhin-sén	Departamento del Bajo Rin
Sông Rhin-sén	Alto Rin
Saône-et-Loire-sén	Saona y Loira
Sarthe-sén	Sarthe
Sông Savoie-sén	Alta Saboya
Tarn-sén	Departamento de Tarn
Tarn-et-Garonne-sén	Tarn y Garona
Var-sén	Var
Vaucluse-sén	Vaucluse
Vendée-sén	Vandea
Yonne-sén	Yonne
Yî-pí-li-â Pan-tó	Península ibérica
Lai-kî	Litchi chinensis
Yâ-è	Cocos nucifera
Sa̍k-liù	Punica granatum
Chong-fa	Idioma chuang
Sông-sok-pu-ngî	Alto sorabo
Na̍p-ngá-thi̍t-ngî	Náhuatl
Mí-nàm-kâ-pó-ngî	Idioma minangkabau
Mirandés-ngî	Mirandés (asturleonés de Tierra de Miranda)
Harvard Thai-ho̍k	Universidad de Harvard
Néu-yok Chṳn-khèn Kâu-yi-só	Bolsa de Nueva York
Lie̍t-yî-tha̍t-sén	Provincia de Lérida
Â-lâ-pak-ngî	Idioma árabe
Kiú-chiu	Kyūshū
Si-koet	Región de Shikoku
O-khiet-ngî	Idioma occitano
Nàm-fî Hò-làn-ngî	Afrikáans
Lí Mìn-pok	Lee Myung-bak
Lû Vú-hién	Roh Moo-Hyun
Kâ Mà-chiok	Passer domesticus
Kô-thiet	Metro de Hong Kong
澳門	Macao
Suhl	Suhl
Mühlhausen	Mühlhausen
Sâ-thièn-khî	Sha Tin
Fù Kím-Thàu	Hu Jintao
Si̍p Khiûn-phìn	Xi Jinping
Chhòng-kiáng-lu̍k	Giraffa camelopardalis
Phì-âi-mùng-thi̍t-ngî	Idioma piamontés
Thap-là-kô-na̍p	Tarragona
Provence-Alpes-Côte d'Azur	Provenza-Alpes-Costa Azul
Chhṳ̂m-chun-sṳ	Shenzhen
Kóng-tûng	Provincia de Cantón
Kóng-sî Chong-chhu̍k Chhṳ-chhṳ-khî	Guangxi
Mô-kài	El Señor de los Anillos
Borredà	Borredá
Castellar de n'Hug	Castellar de Nuch
Hiông-kóng Thai-ho̍k	Universidad de Hong Kong
Badajoz	Badajoz
Lu̍k-yì-tó-yen	Prefectura de Kagoshima
Kiok	Pie
Sit-thit	Lacertilia
Altenburg	Altenburgo
Kiên	Hombro
Midi-Pyrénées	Mediodía-Pirineos
模板:Link FA	Plantilla:Destacado
Wikipedia:Chhâm-siòng	Wikipedia:Café
Fu-mùng-thi̍t	Vermont
Hiû-sṳ̂-tûn	Houston
Kóng-chiu-sṳ	Cantón (China)
Chiông Kie-sa̍k	Chiang Kai-shek
Vûn Kâ-pó	Wen Jiabao
Nàm-kîn-sṳ	Nankín
Phiang-yèn	Hospital
Kông-sû	Jiangsu
Chet-kông-sén	Zhejiang
Thèn Séu-phìn	Deng Xiaoping
Pet-phu Calais Hói-hia̍p	Norte-Paso de Calais
Pays de la Loire	Países del Loira
Languedoc-Roussillon	Languedoc-Rosellón
Thiap-sat-lò-nì-kâ	Salónica
西藏自治區	Tíbet
Thò-niâu	Struthio camelus
Manchester	Mánchester
Pu-lû-khiet-lìm	Brooklyn
Fòng-heu-khî	Queens
Liùng-yìn-sṳ	Yongin
Lòng	Canis lupus
Mâ-lòi Pan-tó	Península de Malaca
Sîn-yok Sṳn-kîn	Nuevo Testamento
9	Nueve
Zung-gok Thaai-liuk	China continental
Het-liùng-kông	Heilongjiang
Mâ Yîn-kiú	Ma Ying-jeou
Piên-fò-sṳ	Biên Hòa
Hiông-kóng-tó	Isla de Hong Kong
Ngà-tsông-sṳ	Nha Trang
Podolsk	Podolsk
Pô-tô Lì-kok Thu̍k-li̍p-tóng	Partido Independentista Puertorriqueño
Lì-è	Equus africanus asinus
Si-chhôn-sén	Sichuan
Khiu-yok Sṳn-kîn	Antiguo Testamento
Sṳn-tan-chiet	Navidad
Lò-màn Ngî-chhu̍k	Lenguas romances
Sâm-kok-hìn	Triángulo
Steve Jobs	Steve Jobs
Yin-Êu Ngî-ne	Lenguas indoeuropeas
Breinigerberg	Breinigerberg
Lo-fú	Panthera tigris
Fù-ôn Khà-lo̍k-sṳ̂ Yit-sṳ	Juan Carlos I de España
Súi-ngièn-sṳ	Suwon
Sâm-sên Si̍p-thòn	Samsung
Louis Couturat	Louis Couturat
Thai-thièn Kóng-vet-sṳ	Daejeon
Kîn-ki-tho	Gyeonggi
Sṳ̂-khâm-tit-nâ-vì-â	Escandinavia
Fu̍k-fa̍t-chiet	Pascua
Thien-nó Khô-ho̍k	Ciencias de la computación
Koet-chi Yîm-phiêu	Alfabeto Fonético Internacional
Hò-pet	Hebei
Phú-lìm-sṳ̂-tun Thai-ho̍k	Universidad de Princeton
Fôn-hìn-muk	Ciconiiformes
Chhṳ̀n Súi-pién	Chen Shui-bian
台灣	Isla de Taiwán
Chṳ-fi-hîn Sú-kî	Teléfono inteligente
Sa̍k-yù	Petróleo
Hài-è	Zapato
Ngiùn-hòng	Banco
Ngièn-lun Chhṳ-yù	Libertad de expresión
Oi-ngì-làn	Irlanda (isla)
Cheshire	Cheshire
Cumbria	Cumbria
Lancashire	Lancashire
Northumberland	Northumberland
Tyne and Wear	Tyne y Wear
County Durham	Condado de Durham
Pet Yorkshire	Yorkshire del Norte
Lincolnshire	Lincolnshire
Nottinghamshire	Nottinghamshire
Derbyshire	Derbyshire
Merseyside	Merseyside
Leicestershire	Leicestershire
Rutland	Rutland
Lû-sùn	Lu Xun
Northamptonshire	Northamptonshire
Devon	Devon
Oxfordshire	Oxfordshire
Wiltshire	Wiltshire
Hampshire	Hampshire
Buckinghamshire	Buckinghamshire
Surrey	Surrey
West Sussex	Sussex Occidental
East Sussex	Sussex Oriental
Kent	Kent
Thai Lùn-tûn	Gran Londres
7	Siete
8	Ocho
Lu̍k-é	Cervidae
Pên	Hielo
Chú ke Khì-tó-vùn	Padre nuestro
Ngìn-lui-ho̍k	Antropología
Fùng-hói	Mar Rojo
Oi-tên-páu	Edimburgo
Pha̍k-set	Blanco (color)
Marseille	Marsella
Thai-chhûng-thèu	Allium cepa
6	Seis
Kôn-fông ngî-ngièn	Idioma oficial
Kháu-kú-ho̍k	Arqueología
George H. W. Bush	George H. W. Bush
Pâ-ngì-kòn pan-tó	Península balcánica
Dmitry Medvedev	Dmitri Medvédev
Entrena	Entrena
Sîn-kau	Protestantismo
Selena	Selena Quintanilla Pérez
Mî-koet Thai-khûng Chúng-shu	NASA
Thai Put-lie̍t-tiên-tó	Gran Bretaña
Pâ-le̍t-sṳ̂-thán	Palestina (región)
10	Diez
Lila Downs	Lila Downs
Lia̍p-pau	Acinonyx jubatus
Liverpool	Liverpool
Bremen	Bremen
Sîn Nò-vî-ngî	Nynorsk
Meu-thèu-tiâu	Strigiformes
Sṳ̀	Hora
Fap-lò-ngî	Idioma feroés
Kîm-eu-sṳ	Cà Mau
Meu-khô	Felidae
Koet-chi Thai-khûng Chhàm	Estación Espacial Internacional
Tà-la-sṳ	Đà Lạt
Tat-tat-ngî	Idioma tártaro
Tshûng-liông	Peso
Tsûng-su	Phoenix dactylifera
Fan-tshiet-sṳ	Phan Thiết
Sî Fut-lî-sî-ngî	Lenguas frisonas
Séu Vòng-chṳ́	El principito
Phiàng-fông kûng-tshak	Metro cuadrado
Fó-yam-chhùng	Lampyridae
Li̍p-fông kûng-tshak	Metro cúbico
Fàn-chiet-thûng-vu̍t-mùn	Annelida
Chhú-khô	Muridae
Lû-sêm-nì-â-ngî	Idioma rusino
Fú-kîn	Orcinus orca
Sâ-thi̍t-fut-lî-sî-ngî	Frisón del Saterland
Liû-khiù-koet	Reino de Ryūkyū
Â-mê-ha̍p-lâ-ngî	Idioma amhárico
蝠婆	Chiroptera
Tarnobrzeg	Tarnobrzeg
Vòng Ti	Emperador amarillo
Tiau-ǹg-thòi Lie̍t-yí	Islas Senkaku
Khiung-fò-tóng (Mî-koet)	Partido Republicano (Estados Unidos)
Â-sṳ̂-thù-lî-â-sṳ̂-ngî	Asturiano (asturleonés de Asturias)
中國	China (región)
O-thi-li Pâ-vî-li-â-ngî	Idioma austro-bávaro
Mìn-chú-tóng (Mî-koet)	Partido Demócrata (Estados Unidos)
Sàng-tû-sṳ	Chengdú
Âi-sṳ̂-thi̍t-lùi-mâ-thu-lâ-ngî	Idioma extremeño
Séu-su mìn-chhu̍k	Minoría
Pô-lòi-kú	Pleiku
Â-ha̍p-sṳ̂-vòng	Ajaz
Chûng-chû-sṳ	Chungju
Yî-liàu Ví-sâng	Asistencia sanitaria
Yòng-suk-yen	Yangshuo
Khiet-là-khô-fû	Cracovia
臺灣省	Provincia de Taiwán
Pet-kîn Sú-tû Koet-chi Kî-chhòng	Aeropuerto Internacional de Pekín-Capital
Sîn-kâ-po Hòng-khûng Kûng-sṳ̂	Singapore Airlines
Thien-nó Thôn-chhèn Só-mèu	Tomografía axial computarizada
Vî-nî-sṳ̂-ngî	Idioma véneto
Koet-li̍p Thòi-vân Thai-ho̍k	Universidad de Taiwán
Vì-phú-sêm-ngî	Idioma vepsio
Fu̍t-lò-ngî	Idioma võro
Pân-mâ	Cebra
Valery Leontiev	Valery Leontiev
Khô-sî-kâ-ngî	Idioma corso
Buryat-ngî	Idioma buriato
Sùn-tho-chûng	Metodismo
Suk-vú-ngî	Idioma cebuano
Chavacano-ngî	Idioma chabacano
Chûng-pí-khô-ngì-ngî	Bicolano central
Tha̍t-lò-phî-thû Ngî-hì	Lenguas drávidas
Ló-kiê-sṳ	Lào Cai
客家語	Chino hakka
Fut-liù-li-ngî	Idioma friulano
Pâng-mî-tsuk	Buôn Ma Thuột
Kàm-ngî	Chino gan
Pok-vu̍t-kón	Museo
Yin-thu Yî-lóng Ngî-chhu̍k	Lenguas indoiranias
Thai-yùng-meu	Ailuropoda melanoleuca
Kalmyk-ngî	Idioma calmuco
Mân-ngî	Idioma manchú
Kû-li̍p ngî-ngièn	Lengua aislada
Kit-là-kî-ngî	Idioma guilakí
Khà-sû-pí-ngî	Idioma casubio
Karachay-Balkar-ngî	Idioma karachái-bálkaro
Lùn-pâ-tí-ngî	Idioma lombardo
Sú	Mano
Thu fú	Du Fu
O-lî-â-ngî	Idioma oriya
Ngìn-khiéu	Población
Nò-man-thi-ngî	Idioma normando
Pâng-â-sî-nâm-ngî	Idioma pangasinense
Pet-sat-mí-ngî	Sami septentrional
O-set-thôi-ngî	Idioma osetio
Sî-sî-lî-ngî	Idioma siciliano
Sat-tên-nî-â-ngî	Idioma sardo
Nì-ngá-ngì-ngî	Nepal bhasa
Valparaíso	Valparaíso
Yên-yèn	Actor
Thap-kâ-lo̍k-ngî	Idioma tagalo
Thùng	Bronce
Surigaonon-ngî	Idioma surigaense
Tausūg-ngî	Idioma joloano
Vlaams-ngî	Dialecto flamenco
Fà-liùng-ngî	Idioma valón
Sú-ngî	Lengua de señas
Yî-ngî	Idioma nuosu
Międzyrzec Podlaski	Międzyrzec Podlaski
Phiêu-chún Chhông-ngî	Idioma tibetano
Ngá-shuì-ngá-shuì-ngî	Idioma samareño
Yì-ku-tshu̍k	Yugur
N̂g-ngî	Chino wu
Woodrow Wilson	Woodrow Wilson
Fu̍t-sân-sṳ	Foshan
Ngiù-chîn Thai-ho̍k	Universidad de Oxford
Sú-tsṳ́	Dedo
Sṳ̍p-thiàu Kie-min	Diez Mandamientos
Yok-hon-nì-sṳ̂-páu	Johannesburgo
Kî-tuk Kau-fi	Iglesia
Pau-é	Panthera pardus
Sîn-kiông	Sinkiang
Muk-kôa	Carica papaya
Pu-lî-sṳ̂-pân	Brisbane
Vî-liâm Lùn-khìm	Wilhelm Röntgen
Chû-chhèu	Dinastía Zhou
Ido-ngî	Ido
Brad Pitt	Brad Pitt
Pa̍k-kiûng	Casa Blanca
Tha̍t-mâ-thai-ngî	Idioma dalmático
Tat-tat-chhu̍k	Tártaros
Thai-fán-sṳ	Osaka
Kiam-khiâu Thai-ho̍k	Universidad de Cambridge
Kûng-khín	Hectárea
Sé-lî	Bautismo
Pông-hâ	Asma
Chuk	Bambuseae
Hiligaynon-ngî	Idioma hiligainón
Fù Tsṳ-mìn	Hồ Chí Minh
Thièn-piên-fú	Điện Biên Phủ
Khûn-sṳ-làn-chû	Queensland
Ha-liùng-sṳ	Ha Long
Kûi-yìn-sṳ	Quy Nhơn
Mìn-nì-â-pô-li-sṳ̂	Minneapolis
Li-kú-lî-â-ngî	Idioma ligur
Phô-lò-chû	Isla de Borneo
Khà-phién-phién-kâm-ngî	Idioma pampango
Vù-fâ-kó	Ficus carica
Sun-fa-sṳ	Huế
Tshòng-thu	Longitud
Sṳ̂-chhù-chṳ̂-lu	Ruta de la seda
Mô-li-ngî	Idioma maorí
Mên-tûng-ngî	Min Dong
Mên-pet-ngî	Chino min bei
Tô-se-pâu sâng-vu̍t	Pluricelular
Mên-nàm-ngî	Chino min nan
Tshiên-ngièn	Milenio
Ho̍k-miàng	Nomenclatura binomial
Vì-tô-li-â-chû	Victoria (Australia)
Chong-chhu̍k	Etnia zhuang
Sông-hói-fa	Dialecto shanghainés
Aung San Suu Kyi翁山蘇姬	Aung San Suu Kyi
Yok-hon-fuk-yîm	Evangelio de Juan
William Vòng-chṳ́	Guillermo de Cambridge
Chhṳ̀n Kóng-sâng	Jackie Chan
12	Doce
Vok-là-phú-khiet-ngî	Volapük
Toshiro Mifune	Toshirō Mifune
Kám-lám-su	Olea europaea
Só-lò-mùn-vòng	Salomón
O-khiet-làn	Auckland
Chhṳ̍t-sien	Recta
11	Once
13	Trece
Sûn-chṳ́	Sun Tzu
Sṳn-lìn	Espíritu Santo
Lû-pu-lìm	Lublin
Thì-thèu	Arachis hypogaea
100	Cien
Tshit-thèu	Articulación de la rodilla
Tô-piên-hìn	Polígono (geometría)
Nàm Chûng-koet Hói	Mar de la China Meridional
Campora San Giovanni	Campora San Giovanni
Pien-set-liùng	Chamaeleonidae
Bloemfontein	Bloemfontein
Ngiam-set-thí	Cromosoma
O-khiet-làn Vùn-fap Ho̍k-káu	Auckland Grammar School
Ngióng-kông	Rangún
Ma̍k-tông-lò Kûng-sṳ̂	McDonald's
1000000	Millón
Meu-miàng-sṳ	Maoming
Liú-chiu-sṳ	Liuzhou
Pet-pan-khiù	Hemisferio norte
Ló-chhú	Mus (animal)
Het-tsṳ̂	Hercio
Pak-pân-khiet	Burbank
Sien-lia̍p-thí	Mitocondria
Yî-sên	Médico
Ki-sa̍k-chhṳn	Stonehenge
Chúng-thí Kîn-chi-ho̍k	Macroeconomía
Ágreda	Ágreda
Lu-kâ-fuk-yîm	Evangelio de Lucas
Sîn Kí-nui-â	Nueva Guinea
Sṳ́-thù-hàng-chhon	Hechos de los Apóstoles
Mô-hái	Brachyura
PH	PH
Khì-tó	Oración (religión)
Ôn-fui-sén	Anhui
Chûng-chhîn Pet-tho	Chungcheong del Norte
Chûng-chhîn Nàm-tho	Chungcheong del Sur
Kông-ngièn-tho (Hôn-koet)	Gangwon
Nui Mùng-kú	Mongolia Interior
Kîm Ngit-sṳ̀n	Kim Il-sung
Chhái-na̍p Koet-chi Phú-chhu Ngî-ngièn Thoi-péu-thòn	Delegación para la adopción de una lengua auxiliar internacional
Pí-tet-kô-sṳ̍p	Bydgoszcz
Nottingham	Nottingham
Thai-ví-vòng	David
Li-vi-ki	Levítico
Sṳ̂-thán-fuk Thai-ho̍k	Universidad Stanford
Fuk-kian	Fujian
Kûng-khiet	Gramo
Mùng-kú-tshu̍k	Mongol (etnia)
Khí-sṳ-liu̍k	Apocalipsis
Kong-lîn-sṳ	Gangneung
Kiê-liùng-sṳ	Gyeryong
Kô-yòng-sṳ	Goyang
Kûng-chû-sṳ	Gongju
Kó-chhôn-sṳ	Gwacheon
Kông-mìn-sṳ	Gwangmyeong
Kóng-chû-sṳ (Hôn-koet)	Gwangju (Gyeonggi)
Kiú-lî-sṳ	Guri
Kiûn-phú-sṳ	Gunpo
Kîm-phú-sṳ	Gimpo
Nàm-yòng-chû-sṳ	Namyangju
Lun-sân-sṳ	Nonsan
Thông-chîn-sṳ (Hôn-koet)	Dangjin
Tûng-theu-chhôn-sṳ	Dongducheon
Tûng-hói-sṳ (Hôn-koet)	Donghae
Pó-nèn-sṳ	Boryeong
Fu-chhôn-sṳ	Bucheon
Sâm-chit-sṳ	Samcheok
Shuì-sân-sṳ	Seosan
Sàng-nàm-sṳ	Seongnam
Suk-chhó-sṳ	Sokcho
Sṳ́-hîn-sṳ	Siheung
Ngà-sân-sṳ	Asan
Ôn-sân-sṳ	Ansan (Corea del Sur)
Ôn-sàng-sṳ (Hôn-koet)	Anseong
Ôn-yông-sṳ	Anyang (Corea del Sur)
Yòng-chû-sṳ	Yangju
Vû-sân-sṳ	Osan
Ngièn-chû-sṳ	Wonju
Ngi-vòng-sṳ	Uiwang
Ngi-chṳn-fú-sṳ	Uijeongbu
Li-chhôn-sṳ (Hôn-koet)	Icheon
Thî-chhôn-sṳ	Jecheon
Thiên-ôn-sṳ	Cheonan
Chhîn-chû-sṳ	Cheongju
Chhûn-chhôn-sṳ	Chuncheon
Thai-pha̍k-sṳ	Taebaek
Po-chû-sṳ	Paju
Phìn-tshe̍t-sṳ	Pyeongtaek
Phàu-chhôn-sṳ	Pocheon
Hò-nàm-sṳ	Hanam
Fà-sàng-sṳ	Hwaseong
Buckingham Kiûng	Palacio de Buckingham
Hói-nàm	Hainan
Yén-tûng	Extremo Oriente
Ngiên-kiu	Investigación
Kâm-suk	Gansu
Pha̍k Se-pâu	Leucocito
York	York
Tsiú	Articulación del codo
Sṳ̂n-min-ki	Deuteronomio
Sû-chû-sṳ	Suzhou
Vûn-chû-sṳ	Wenzhou
Windsor Sàng-páu	Castillo de Windsor
Hòn-chhu̍k	Etnia han
Nèn-pô-sṳ	Ningbo
Tet-koet-ngìn	Alemanes
Ko-men	Alergia
Fù-khì	Hirudinea
Kîm-yùng	Finanzas
1000	Mil
Mìn-su-ki	Números
Liu̍k Khiet-vùn	Kevin Rudd
Ngo̍k-ǹg	Crocodylidae
Yùn-nàm	Yunnan
Vû-â	Corvus
Plymouth	Plymouth
Sân-tûng	Shandong
Pí	Brazo
Derby-sṳ	Derby
Thàn-khîn Fa-ha̍p-vu̍t	Hidrocarburo
Hò-nàm	Henan
Montehermoso	Montehermoso
Liâu-nèn	Liaoning
El Cid	Rodrigo Díaz de Vivar
Jim Morrison	Jim Morrison
Kóng-khiéu	Puerto
Thòi-vân Thò-yèn Koet-chi Kî-chhòng	Aeropuerto Internacional de Taiwán Taoyuan
Kit-lìm	Jilin
Fù-nàm	Hunan
Chhiâng-hói	Qinghai
Vì-ngâ-ngì-tshu̍k	Etnia uigur
Rhône-sén	Ródano (departamento)
Koet-kâ Kûng-yèn	Parque nacional
Pâ-lì Charles-de-Gaulle Koet-chi Kî-chhòng	Aeropuerto de París-Charles de Gaulle
Chṳ̂-sán	Activo (contabilidad)
O-le̍t-liòng	Aureliano
Fù-pet	Hubei
Sân-sî	Shanxi
Hòng-khûng Kûng-sṳ̂	Aerolínea
Hò-khiéu-vân	Estuario
Chûng-set	Marrón
Kui-chû	Guizhou
Chûng-khi Sṳ̀n-kîn Ne-thúng	Sistema nervioso central
Yî-fut-só	Éfeso
Ôn-tha̍t-màn Hói	Mar de Andamán
