非洲	África
Yok-sû-â-ki	Libro de Josué
Sî-pet Yîn-kak-làn	Noroeste de Inglaterra
Shám-sî-sén	Shaanxi
Tûng-pet Yîn-kak-làn	Nordeste de Inglaterra
Tûng Midlands	Midlands del Este
Tûng Yîn-kak-làn	Este de Inglaterra
Tûng-nàm Yîn-kak-làn	Sudeste de Inglaterra
Sî-nàm Yîn-kak-làn	Sudoeste de Inglaterra
模板:Commonscat	Plantilla:Commonscat
Sî Midlands	Midlands del Oeste
Yorkshire lâu Humber	Yorkshire y Humber
Kòn Se-pâu	Célula madre
Lò-mâ-sû	Epístola a los romanos
Mâ-liuk-kap Hói-hia̍p	Estrecho de Malaca
Yù-thai Vòng-koet	Reino de Judá
Mî-koet Pha̍k-ngìn	Uso del término «hombre blanco» en Estados Unidos
Fî-yí Mî-koet Het-ngìn	Población afroestadounidense
Mà-sat-chû-set Lî-kûng Ho̍k-yen	Instituto Tecnológico de Massachusetts
Pô-sṳ-tun Thai-ho̍k	Universidad de Boston
Yâ-lû Thai-ho̍k	Universidad Yale
Lû-khái-ngî	Idioma rukai
Nàm-pet-chêu	Dinastías Meridionales y Septentrionales
Liû-Sùng	Dinastía Liu Song
Fûn-lî	Boda
Pan Chúng-thúng-chṳ	Semipresidencialismo
Kâ-phìn-khiùn	Gapyeong-gun
Fâi-sân-khiùn	Goesan-gun
Tan-yòng-khiùn (Hôn-koet)	Condado de Danyang
Po-ên-khiùn	Boeun
Fù-yì-khiùn	Condado de Buyeo
Yòng-phìn-khiùn	Yangpyeong-gun
Lî-chû-sṳ	Yeoju
Liên-chhôn-khiùn	Yeoncheon-gun
Yún-thùng-khiùn	Yeongdong-gun
Yîm-sàng-khiùn	Eumseong-gun
Chên-phiàng-khiùn	Jeungpyeong
Chṳ́n-chhôn-khiùn	Jincheon-gun
Thiet-ngièn-khiùn	Cheorwon-gun
Fà-chhôn-khiùn	Hwacheon
Ên-phìn-sṳ	Eunpyeong-gu
Fî-li̍p-pí-sû	Epístola a los filipenses
Thiên-koet Pat-fuk	Bienaventuranza
Mî-koet Lièn-pâng Chún-phi Ne-thúng	Sistema de Reserva Federal
Kúai-é	Anura
Hâ Sî-lî-sî-â-sén	Voivodato de Baja Silesia
Khù-â-vì - Pô-mî-là-nì-â-sén	Voivodato de Cuyavia y Pomerania
Lû-pu-lìm-sén	Voivodato de Lublin
Lû-pu-sṳ̂-khà-sén	Voivodato de Lubusz
Lò-tsṳ-sén	Voivodato de Łódź
Séu Pô-làn-sén	Voivodato de Pequeña Polonia
Mâ-tsó-fû-sá-sén	Voivodato de Mazovia
O-pô-lòi-sén	Voivodato de Opole
Khak-ngì-pâ-yèn-sân-sén	Voivodato de Subcarpacia
Pô-tet-là-chhia-sén	Voivodato de Podlaquia
Pô-mî-là-nì-â-sén	Voivodato de Pomerania
Sî-lî-sî-â-sén	Voivodato de Silesia
Sṳn-sṳ̍p-sṳ-sén	Voivodato de Santa Cruz
Sî Pô-mî-là-nì-â-sén	Voivodato de Pomerania Occidental
Pâ-lùn-sî-â-sén	Provincia de Valencia
Sat-là-kô-sat-sén	Provincia de Zaragoza
Vùi-sṳ̂-khà-sén	Provincia de Huesca
Baak-gaa-seng	Cien apellidos de familia
Sok-lî-â-sén	Provincia de Soria
Hien-thoi Khì-chhâ	Hyundai Motor Company
Kîm Tsang-ên	Kim Jong-un
Kông-sî	Jiangxi
Wernher von Braun	Wernher von Braun
Nèn-ha	Ningxia
Lí Hién-liùng	Lee Hsien Loong
Kîm-fà-sṳ	Jinhua
Thòi-chû-sṳ	Taizhou (Zhejiang)
Phòng-châ-phú-ngî	Idioma punjabí
Phú-sṳ̍p-thok-ngî	Idioma pastún
Yâ-chû	Sus scrofa
Chû-hói-sṳ	Zhuhai
Sân-thèu-sṳ	Shantou
Shâu-kûan-sṳ	Shaoguan
Kông-mùn-sṳ	Jiangmen
Chhám-kông-sṳ	Zhanjiang
Shàu-khin-sṳ	Zhaoqing
Fi-chiu-sṳ	Huizhou
Mòi-chiu-sṳ	Meizhou
San-mî-sṳ	Shanwei
Hò-ngièn-sṳ	Heyuan
Yòng-kông-sṳ	Yangjiang
Chhîn-yén-sṳ	Qingyuan
Tûng-kôn-sṳ	Dongguan
Chûng-sân-sṳ	Zhongshan
Chhèu-chiu-sṳ	Chaozhou
Thiên-tén-yen	Tiandeng
Liùng-chiu-yen	Longzhou
Nèn-mìn-yen	Ningming
Thai-sîn-yen	Daxin
Sâ-chhà-chiòng	Salsa shacha
Mâ-liuk-kap-sṳ	Malaca (ciudad)
Khiâu-chhṳ-sṳ	George Town
IPhone 5	IPhone 5
Sṳn-chhôn-lî	Eucaristía
Fuk-chiu-sṳ	Fuzhou
Nàm-phìn-sṳ	Nanping
Phû-thièn-sṳ	Putian
Sâm-mìn-sṳ	Sanming
Tshièn-chiu-sṳ	Quanzhou
Hà-mûn-sṳ	Xiamen
Chông-chiu-sṳ	Zhangzhou
Liùng-ngâm-sṳ	Longyan
Nèn-tet-sṳ	Ningde
Sî-pak-li-â Fú	Panthera tigris altaica
Thiên-ngô-yen	Tian'e
Nàm-tan-yen	Nandan
Tûng-làn-yen	Donglan
Sîn-chuk-yen	Condado de Hsinchu
Nó	Encéfalo
Thông Ngiâ-mong	Johann Adam Schall von Bell
Yáng-chhiong Chín-thôn-ho̍k	Radiología
La̍p-tsuk	Vela (iluminación)
Hiet-chiong	Plasma (sangre)
Southampton	Southampton
Lu-tet-ki	Libro de Rut
Hâ-sat-khiet-chhu̍k	Kazajo (etnia)
Yòng-mî	Anisoptera
Chit-fûn-ho̍k	Integración
Kô-lìm-tô-chhièn-sû	Primera epístola a los corintios
Sî-pân-ngà Ti-koet	Imperio español
Pha̍k-yùn-khî (Kóng-chiu-sṳ)	Baiyun
Sṳ-sṳ̂-ki	Libro de los Jueces
Po-lîn-chhòi	Spinacia oleracea
Pâ-set-lò-nâ-sén	Provincia de Barcelona
Liuk-piên-hìn	Hexágono
Thòi-pet 101	Taipei 101
Lùn-tûn Thap-khiâu	Puente de la Torre
Luì-kûng	Trueno
Siù-li Yún-kòn-sien-chhùng	Caenorhabditis elegans
O-pô-lòi	Opole
Sopot	Sopot
Â-sṳ̂-thù-lî-â-sṳ̂-sén Chhṳ̍t-hot-sṳ	Anexo:Concejos y comarcas del Principado de Asturias
Kám-lám-yù	Aceite de oliva
Chim-sin-fi	Iglesias bautistas
Lie̍t-yî-tha̍t-sén Chhṳ̍t-hot-sṳ	Anexo:Municipios de la provincia de Lérida
Vú-yî-sân-sṳ	Ciudad de Wuyishan
Set-vì-li-â-sén	Provincia de Sevilla
Thap-là-kô-na̍p-sén	Provincia de Tarragona
Provence-sén	Provenza
Kî-hài Kûng-chhàng	Ingeniería mecánica
Apeldoorn	Apeldoorn
Lìm-pó-ngî	Idioma limburgués
Khái-ngì-chhái	Kielce
Bytom	Bytom
Ôn-sit-ngit	Sabbat
Khìm-sṳ̂-thok-khok-ngá	Częstochowa
Zabrze	Zabrze
Ôn-sit-ngit-fi	Iglesia Adventista del Séptimo Día
Jean Michel Jarre	Jean-Michel Jarre
Thai Pô-làn Thi-khî Kô-yî-fû	Gorzów Wielkopolski
Là-tô-mê	Radom
Lo̍k-chham-ki-yen	Condado de Los Ángeles
Słupsk	Słupsk
Sosnowiec	Sosnowiec
Gliwice	Gliwice
Yo̍k-sṳ̂	Farmacéutico
Hi-kôn Yì-chhṳ̍t	Trasplante (medicina)
Pâ-lùn-sî-â-sén Chhṳ̍t-hot-sṳ	Anexo:Municipios de la provincia de Valencia
Bielsko-Biała	Bielsko-Biała
Rybnik	Rybnik
Tân-fu̍t Se-pâu	Monocito
Mâ-khó-fuk-yîm	Evangelio de Marcos
Ruda Śląska	Ruda Śląska
Yok-thán-vòng	Jotán de Judá
Thò-yèn-yen	Taoyuan
Nò-mí	Arroz glutinoso
Kîn-tû-fú	Prefectura de Kioto
Kau-su	Profesor
Thai-fán-fú	Prefectura de Osaka
Fuk-kông-yen	Prefectura de Fukuoka
Oi-yèn-yen	Prefectura de Ehime
Kô-lìm-tô-heu-sû	Segunda epístola a los corintios
Khien-mî	Culturismo
Port Elizabeth	Puerto Elizabeth
Kimberley (Nàm-fî)	Kimberley (Sudáfrica)
Yok-sâ-fap-vòng	Josafat de Judá
Thòi-vân Hói-hia̍p	Estrecho de Taiwán
Sî Khôi-phú-sén	Provincia Occidental del Cabo
Yamaguchi-yen	Prefectura de Yamaguchi
Khiâu-chhṳ Sâm-sṳ	Jorge III del Reino Unido
Chûng-koet Thi-fông	Región de Chūgoku
Mî-koet Thu̍k-li̍p Siên-ngièn	Declaración de Independencia de los Estados Unidos
Sâm-tshûng-yen	Prefectura de Mie
Yù-mu̍k mìn-chhu̍k	Nómada
Hiông-pak-su	Cedrus
Hî-pak-lòi-sû	Epístola a los hebreos
Kâ-lâ-thai-sû	Epístola a los gálatas
Màn-é	Anguilliformes
Sông-chhèu	Dinastía Shang
Thai-thúi	Muslo
Pîn-khù-yen	Prefectura de Hyōgo
Kiûng-khì-yen	Prefectura de Miyazaki
Yùng-pún-yen	Prefectura de Kumamoto
Stamford Raffles	Thomas Stamford Raffles
Sha̍m-é	Cicadidae
Tûng Khôi-phú-sén	Provincia Oriental del Cabo
Fap-koet Hòng-khûng	Air France
Lie̍t-vòng-ki-song	I Reyes
Kô-lò-sî-sû	Epístola a los colosenses
Ngâ-kok-sû	Epístola de Santiago
Yok-hon-yit-sû	Primera epístola de Juan
Fî-li-mùn-sû	Epístola a Filemón
Thiap-sat-lò-nì-kâ-heu-sû	Segunda epístola a los tesalonicenses
Thiap-sat-lò-nì-kâ-chhièn-sû	Primera epístola a los tesalonicenses
Pí-tet-chhièn-sû	Primera epístola de Pedro
Thì-mô-thai-chhièn-sû	Primera epístola a Timoteo
Lí Kông-yeu	Lee Kuan Yew
Chṳ̂-kâ-kô Thai-ho̍k	Universidad de Chicago
Tsṳ̂-fo-yen	Prefectura de Shiga
Mu-nì-het Kî-chhòng	Aeropuerto Internacional de Múnich-Franz Josef Strauss
Yok-hon-ngi-sû	Segunda epístola de Juan
Thì-mô-thai-heu-sû	Segunda epístola a Timoteo
Thì-tô-sû	Epístola a Tito
Yî-sṳ̂-lâ-ki	Libro de Esdras
Nì-hî-mí-ki	Libro de Nehemías
Pietersburg	Polokwane
Séu Pha̍k-Lù	Egretta garzetta
Chhòn-ngiam-phiang	Enfermedad infecciosa
Kôn-yàm	Hepatitis
Chhûn-chiet	Año Nuevo chino
Shinzō Abe	Shinzō Abe
Mpumalanga-sén	Mpumalanga
Pet Khôi-phú-sén	Provincia Septentrional del Cabo
Tó-kîn-yen	Prefectura de Shimane
Kông-sân-yen	Prefectura de Okayama
Gauteng-sén	Gauteng
Thung-fûng	Gota (enfermedad)
Thai-fûn-yen	Prefectura de Ōita
Tiâu-tshí-yen	Prefectura de Tottori
Nùng-la̍k	Calendario chino
Kô-tî-yen	Prefectura de Kōchi
Pha̍k-hèu	Difteria
Exeter	Exeter
Saint Lawrence-hò	Río San Lorenzo
Limpopo-sén	Provincia de Limpopo
Kô-tén Kau-yuk	Educación superior
Sân-tá-kîn	Sandakan
Â-pí	Kota Kinabalu
Ngi̍t-pún thúng-tshṳ sṳ̀-thoi (Thòi-vân)	Ocupación japonesa de Taiwán
Phok Kiún-fi	Park Geun-hye
Berthierville, Québec	Berthierville
Lévis	Lévis
Thòi-nàm-sṳ	Tainan
Laval (Québec)	Laval (Quebec)
Charlemagne, Québec	Charlemagne (Quebec)
Mâ-lòi Pô-lî-nì-sî-â Ngî-chhu̍k	Lenguas malayo-polinesias
Fên-yòng-sṳ	Hengyang
Mân-chiu-tshu̍k	Manchú
Doetinchem	Doetinchem
Zamość	Zamość
Malbork	Malbork
Groesbeek	Groesbeek
Mì-chit-fûn-ho̍k	Cálculo
Mì-fûn	Cálculo diferencial
Ngo̍k-yòng-sṳ	Yueyang
BP	BP
Sú-thiàu	Papas fritas
Yùn-lìm-yen	Condado de Yunlin
Kiok-tsṳ́	Dedos del pie
Vî-liâm Â-li̍t-sân-thai (Hò-làn)	Guillermo Alejandro de los Países Bajos
Vì-tô-li-â Kóng	Puerto de Victoria
Sî-kung-khî	Sai Kung
Mâ-nâ-sî-vòng	Manasés de Judá
Kî-kîm-fi	Fundación (derecho)
A-hîn Kôn-yàm	Hepatitis A
Yù-tsiâm-vong-khî	Yau Tsim Mong
Fûng-sái	Diospyros kaki
Tshṳ̍t-tshòng	Recto
Chhṳ-yù Pâng-sén	Provincia del Estado Libre
Tsó-fo-yen	Prefectura de Saga
Tet-tó-yen	Prefectura de Tokushima
Sî-pân-ngà-ngìn	Pueblo español
Fu̍t-chhṳ̂ Khiung-chṳn Sṳ̀n-siong	Imagen por resonancia magnética
Hiông-tshon-yen	Prefectura de Kagawa
Reading, Berkshire	Reading
Kâ-chû Lî-kûng Ho̍k-yen	Instituto de Tecnología de California
Vì-ngì-tshṳ-páu Thai-ho̍k	Universidad de Wurzburgo
Êu-kí-lî-tet Kí-hò	Geometría euclidiana
Si̍t-kuk	Silicon Valley
Khiu Tha̍t-sîn	Thaksin Shinawatra
Thòi-sân-sṳ	Taishan
Kîm-kôa	Calabaza gigante
Thai Sùn-thâ Khiùn-tó	Islas mayores de la Sonda
Sî-pet-sén	Provincia del Noroeste
Sien-thon	Segmento
Vûn-tai	Clima templado
Â-kûng	Abuelo
Thai-khi̍t-khièn	Taichí
Kiok-khwá	Tobillo
Hò-làn Tâi-thi Sat-khiet-sùn-ngî	Bajo sajón
Pân-kiêu-é	Streptopelia turtur
Tshòng-khì-yen	Prefectura de Nagasaki
Hà-chhèu	Dinastía Xia
Chû-vì Sṳ̀n-kîn Ne-thúng	Sistema nervioso periférico
Lùn-tûn Thai-ho̍k	Universidad de Londres
Kip-sú	Serie matemática
Nelspruit	Nelspruit
Sâ-là-ye̍t-chû	Sarawak
Â-chû Thai-phìn-yòng Kîn-tsi Ha̍p-tsok Fi-ngi	Foro de Cooperación Económica Asia-Pacífico
Kôan-chiet-yàm	Artritis
Chûng-la̍k-sṳ	Zhongli
Montauban	Montauban
Chhòng-sâ-sṳ	Changsha
Thai Put-lie̍t-tiên lâu Oi-ngì-làn Lièn-ha̍p Vòng-koet	Reino Unido de Gran Bretaña e Irlanda
Kiok-kiên	Talón
Kûng-fûn	Centímetro
Lièn-ha̍p Hòng-khûng	United Airlines
Yen-thèu	Faringe
Hò-mí	Milímetro
Mì-mí	Micrómetro (unidad de longitud)
Khi̍t-han (Sú-ho̍k)	Límite matemático
Theu-fú	Tofu
Phù-sat	Bodhisattva
Chóng-ló Kau-fi	Presbiterianismo
Hien-thoi Veloster	Hyundai Veloster
Nai-mí	Nanómetro
Berlanga de Duero	Berlanga de Duero
Pâ-chûng-sṳ	Bazhong
Sâ-pâ-chû	Sabah
Nàm-nèn-sṳ	Nanning
Ngâ-li-ôn-ngìn	Arios
Yù-sṳn-mî-thi Koet-kâ Kûng-yèn	Parque nacional de Yosemite
Chhiâng-set	Cian (color)
Ho̍k-yen	Facultad universitaria
Kô-hiùng-sṳ	Kaohsiung
Pet-mî Chhṳ-yù Mo-yi Hia̍p-ngi	Tratado de Libre Comercio de América del Norte
Rustenburg	Rustenburg
Yen-tsong-fui	Concierto
Yù-fu̍t-chû	Johor
Ngò-lò-sṳ̂ Lièn-pâng Chhṳ̍t-hot-sṳ	Ciudades federales de Rusia
Fì-tshu̍k	Etnia hui
Sha̍k-sṳ	Maestría
Preston, Lancashire	Preston
Sî-tí-kâ-vòng	Sedecías de Judá
Sâm-koet	Tres Reinos
Chhûn-chhiû Sṳ̀-khì	Primaveras y Otoños
Chan-koet Sṳ̀-khì	Reinos Combatientes
Mâ-liuk-kap-chû	Malaca
Pietermaritzburg	Pietermaritzburg
Sú-vón	Muñeca (anatomía)
Kit-làn-tan-chû	Kelantan
Tshông-tshu̍k	Etnia tibetana
Pîn-sàng-chû	Penang
Blackburn	Blackburn
Chûng-sin Pha̍k-hiet-khiû	Neutrófilo
Pâng-kâ-tó	Isla de Bangka
Phìn-chhông-khiùn	Pyeongchang
Thai-koet Koet-chi Hòng-khûng Kûng-sṳ̂	Thai Airways
Thai Ngi̍t-pún Ti-koet	Imperio del Japón
Hiûng-nù	Xiongnu
Phit-li̍t-chû	Perak
Lùn-tûn Ti-koet Ho̍k-yen	Imperial College London
Tsen-sàng-sṳ	Zengcheng
Kui-lìm-sṳ	Guilin
Siet-làn-ngô-chû	Selangor
Tui-kok-sien	Diagonal
Fi-li-phi Liuk-sṳ	Felipe VI de España
Kûng-tún	Tonelada
Phàng-hên-chû	Pahang
中國象棋	Ajedrez chino
Pit-sṳn-hak	Pizza Hut
Yim-suk Siáu-tsṳ́	Sonic the Hedgehog (personaje)
Ngo̍k-vûn-khiet-tshu̍k	Etnia evenki
Kiu-ên	Salvación
Nàm-kîn Thai-thù-sat	Masacre de Nankín
Yún Chṳ-Hau	Yun Chi-ho
Phì-mí	Picómetro
Chûng-koet 2010-ngièn Sông-hói Sṳ-kie Pok-lám-fi	Exposición Universal de Shanghái de 2010
Carlisle, Cumbria	Carlisle
Sandomierz	Sandomierz
Ngit-tèu-kông	Luz solar
Khwon-kûan-tsiet	Articulación de la cadera
Fûn-kî-hon-khiûn	Mycobacterium
Chàu-yòng-sṳ	Shaoyang
Phìn-tûng-yen	Condado de Pingtung
Hién-mì-kiang	Microscopio
Chông-kâ-kie-sṳ	Zhangjiajie
Chṳ Sṳ̀n-kûng	Koxinga
Chṳ́n-hói-khî (Nèn-pô-sṳ)	Distrito de Zhenhai
Chu-chû-sṳ	Zhuzhou
Nàm-sâ-khî	Nansha
Kûng-tshun	Decímetro
McGill Thai-ho̍k	Universidad McGill
Sâm-fòng Ńg-ti	Tres augustos y cinco emperadores
Sanok	Sanok
Mâ-tshâ	Carro de guerra
Milton Keynes	Milton Keynes
Â-mî-tshu̍k	Ami (pueblo)
Ên-tién	Gracia divina
Hî-lìn-tên-khî	Municipio de Hillingdon
Chṳ̂-yòng-sṳ	Ziyang
Sṳ̀n-chhùng	Imago (zoología)
Chang Thien-chṳ́ Fat-sa Kie-son-kî Thôn-chhèn Só-mèu	Tomografía por emisión de positrones
Przemyśl	Przemyśl
Chhiòn-khiû Sàng-sṳ	Ciudad global
Pî-mí	Femtómetro
Burnley	Burnley
Tûng Lùn-tûn, Tûng Khôi-phú-sén	East London
Sat-mû-ngí-ki-ha	II Samuel
Li̍t-thoi-chṳ-ha	II Crónicas
Lie̍t-vòng-ki-ha	II Reyes
Biała Podlaska	Biała Podlaska
Mèu-tshu̍k	Miao
Pet-hói-sṳ	Beihai
Mafikeng	Mafikeng
Mí-sâ-yên Khiùn-tó	Bisayas
Lò-pô-ôn-vòng	Roboam
Slough	Slough
Thì-mô-thai	Timoteo (santo)
Chho̍k-sṳ̂-lia̍p	Centrómero
Tûng-hò, Néu-yok-sṳ	Río Este (Nueva York)
Chhêu-fông-hìn	Hipercubo
Sêm-mî-làn-chû	Negeri Sembilan
Brzeg	Brzeg
Fidel Valdez Ramos	Fidel V. Ramos
Łomża	Łomża
Siong-thâm-sṳ	Xiangtan
Thûng-tshu̍k	Dong (etnia)
Pak-fo Kûng-sṳ̂	Grandes almacenes
Thòi-vân Ngièn-tshu-mìn	Aborígenes de Taiwán
騷靈現象	Poltergeist
Tha̍t-vat-ngì-tshu̍k	Daur
Na̍p-sî-tshu̍k	Naxi
Outaouais	Outaouais
Kuî-é	Testudines
Pak-sâ-sat	Baltasar de Babilonia
Tshièn-pí	Antebrazo
Yî-set-lie̍t Vòng-koet	Reino de Israel
Sîn-sân-sṳ	Johor Bahru
Khiu-kîm-sân Vân	Bahía de San Francisco
Li Mâ-teu	Matteo Ricci
Tshài Yîn-vùn	Tsai Ing-wen
Chełm	Chełm
Pha̍k-ngìn	Blanco (persona)
Â-ha̍p-vòng	Ajab
Suwałki	Suwałki
Ngì-làn-yen	Condado de Yilan (Taiwán)
Sî-làn-ngî	Zelandés
Epe	Epe
Chû Khiet-lùn	Jay Chou
Winburg	Winburg
Kiú-liùng	Kowloon
Nâ-pô-nì-tha̍t	Nabonido
Ngie-mí-li-ôn Lò-mâ-nok-ngî	Idioma emiliano-romañol
Sîn-pet-sṳ	Nuevo Taipéi
Hî-sî-kâ-vòng	Ezequías
Thòi-chûng-sṳ	Taichung
IPhone 4S	IPhone 4s
Kîm-mùn-yen	Kinmen
Kâ-ngi-sṳ	Chiayi
Kî-lùng-sṳ	Keelung
Busko-Zdrój	Busko-Zdrój
Àu-thai-li-â Ngièn	Dólar australiano
Tûng-yín-hiông	Dongyin
Hon-ho̍k	Sinología
Vùn-sân-khî (Thòi-pet-sṳ)	Wenshan
Yî-pó-sṳ	Ipoh
Ná-pô-pha-lâ-sâ-ngì	Nabopolasar
Â-pí-ngâ-vòng	Abías de Judá
Sûn N̂g	Wu (reino)
Pha̍k-chhu̍k	Bai
Pińczów	Pińczów
Xuxa	Xuxa
Lucélia Santos	Lucélia Santos
Montréal-tó	Isla de Montreal
IPhone 3GS	IPhone 3GS
IPhone 4	IPhone 4
IPhone 3G	IPhone 3G
Alan Dawa Dolma	Alan (cantante)
Mâ-lòi-sî-â Hòng-khûng	Malaysia Airlines
Lì-tshu̍k	Li (etnia)
Chûng-sî-khî (Hiông-kóng)	Central y Oeste
Mí-nâ-hien-vòng	Menajem
Â-ha̍p-chhia-vòng (Yî-set-lie̍t)	Ocozías de Israel
Â-ha̍p-chhia-vòng (Yù-thai)	Ocozías de Judá
Yok-làn-vòng (Yù-thai)	Joram de Judá
Â-sat-li-ngâ	Ozías
Peter Nalitch	Peter Nalitch
Yâ-lò-pô-ôn yit-sṳ	Jeroboam I
Am-li-vòng	Omrí
Nâ-tap-vòng	Nadab
Pâ-sâ-vòng	Basá
Yâ-fu-vòng	Jehú
Yok-sî-â-vòng	Josías de Judá
Yok-â-sṳ̂-vòng (Yù-thai)	Joás de Judá
Sîm-li-vòng	Zimri
Yâ-lò-pô-ôn ngi-sṳ	Jeroboam II
Yî-vi-mí-lò-tha̍t	Evilmerodac
Â-mâ-chhia-vòng	Amasías
Yî-sṳ̂-pô-sat-vòng	Isbaal
N̂g Chok-tùng	Goh Chok Tong
Â-sat-vòng	Asa de Judá
Â-mùn-vòng	Amón de Judá
Chong Koet-yùng（Chong Fat-chûng）	Leslie Cheung
Lí Tên-Fî	Lee Teng-hui
Yî-lâ-vòng	Ela
Yok-ngâ-kin-vòng	Joaquim
Hò-se-â-vòng	Oseas de Israel
Yok-ngâ-kîn-vòng	Joaquín de Judá
Biłgoraj	Biłgoraj
Chhî Chai-Phit	Seo Jae-pil
Puławy	Puławy
Chuk Hon	Shu (reino)
Chhâu Ngùi	Wei (reino)
Abitibi-Témiscamingue	Abitibi-Témiscamingue
Mò-tóng-sit	Candidato independiente
Iwakuni-sṳ	Iwakuni
Kâu-thûng kûng-khí	Anexo:Medios de transporte
Phok Hièn-yún	Pak Heon-yeong
Sat-kâ-li-ngâ-vòng	Zacarías de Israel
Yok-ha̍p-sṳ̂-vòng	Joacaz de Israel
Fùng Siù-chhiòn	Hong Xiuquan
Yok-â-sṳ̂-vòng (Yî-set-lie̍t)	Joás de Israel
Yok-làn-vòng (Yî-set-lie̍t)	Joram de Israel
Pí-kâ-vòng	Pecaj
Sâ-liùng-vòng	Sellum
Pí-kâ-hot-vòng	Pecajías
Khiu Sṳ̀n-thûng	Shing-Tung Yau
Fùng Puk-kím Kiê	Chrysolophus pictus
Sat-lâ-tshu̍k	Salar (etnia)
Yok-ha̍p-sṳ-vòng	Joacaz de Judá
瑤族	Yao
Hagi-sṳ	Hagi (Yamaguchi)
Chûng-chhiû-chiet	Fiesta del Medio Otoño
Nài-lî-kak-li-sâ-ngì	Neriglisar
Fùng-theu	Vigna angularis
Łuków	Łuków
Łęczna	Łęczna
Pô-sṳ̂ Ti-koet	Imperio aqueménida
Nagato-sṳ	Nagato (Yamaguchi)
Mâ-thai-fuk-yîm	Evangelio de Mateo
Sṳ̍p-sṳ-ka	Cruz cristiana
Â-chû Hòng-khûng X	AirAsia X
Â-chû Hòng-khûng	AirAsia
Yî-fut-só-sû	Epístola a los Efesios
Sòng-tet-sṳ	Changde
Yit-yòng-sṳ	Yiyang
Chhim-chû-sṳ	Chenzhou
Tshî Kông-khí	Xu Guangqi
Súi-nèn-sṳ	Suining
Nui-kông-sṳ	Neijiang
Tha̍t-chû-sṳ	Dazhou
Ngá-ôn-sṳ	Ya'an
10000	Diez mil
Fú-kûa	Momordica charantia
Fún-fùng-set	Rosa (color)
Nâ-sat-le̍t	Nazaret
Yî-tshu̍k	Yi
Mî-koet Kûng-lî-fi Chhâ-fi	American Board of Commissioners for Foreign Missions
Â-thâ-li-ngâ	Atalía
Windsor, Berkshire	Windsor (Berkshire)
Kô Khô-kî	Alta tecnología
Hòn Hòn	Han Han
Tczew	Tczew
Hâ-nì-tshu̍k	Hani
Fù-chṳ-mìn-sṳ Kî-chhòng	Aeropuerto Internacional de Tan Son Nhat
Hien-thoi Accent	Hyundai Accent
Hien-thoi Sonata	Hyundai Sonata
Hien-thoi Elantra	Hyundai Elantra
Vû-tsṳ-phe̍t-khiet-chhu̍k	Uzbeko (etnia)
Hien-thoi Genesis Coupé	Hyundai Genesis Coupe
Thap-kit-khiet-tshu̍k	Tayikos
Wal-Mart Kûng-sṳ̂	Walmart
緋彈个婭里婭	Hidan no Aria
Yùn-tôn yun-son	Computación en la nube
Ńg-sùn-chiet Yun-thung	Pentecostalismo
Liu̍k-theu	Vigna radiata
Chêu-siên-chhu̍k	Etnia coreana
Khúa-ngì-khiet-tsṳ-tshu̍k	Kirguís (etnia)
Burgo de Osma-Ciudad de Osma	El Burgo de Osma
Sông-hói Ha̍p-tsok Tsû-tsṳt	Organización de Cooperación de Shanghái
Yì Kit-chùn	Yu Gil-jun
Reus	Reus
San Esteban de Gormaz	San Esteban de Gormaz
Hien-thoi Santa Fe	Hyundai Santa Fe
Yî-ho̍k-yen	Facultad de medicina
Het-mien Phî-lù	Platalea minor
Sṳ̀n-chheu-fi	Asambleas de Dios
Phok Chhùng-yòng	Park Jung-yang
Fâ-tû-khî	Huadu
Sâ-â-nàm	Shah Alam
Kit-lùng-po Koet-chi Kî-chhòng	Aeropuerto Internacional de Kuala Lumpur
Ngiu̍k-Sân	Yu Shan
Thai-yí-sân	Isla Lantau
Starogard Gdański	Starogard Gdański
Het-tsat-tshu̍k	Hezhen
Mauricie	Mauricie
Hò-làn Tâi-thi Sat-khiet-sêm-ngî	Bajo sajón neerlandés
Khiùn	Comandería
Vû-yìn	Muscidae
Tha̍t-mâ-thai	Dalmacia
Witwatersrand Thai-ho̍k	Universidad del Witwatersrand
Hò-tûng-sṳ	Hà Đông
Mùng-sân-yen	Mengshan
Vú-fûng-hiông	Wufeng
Pán-khièu-khî	Panch'iao
Sâm-chṳ-khî	Sanzhi
Thâm-súi	Tamsui
Sip-chṳ-khî	Hsichih
Fû-lùn-pi-ngì-sṳ	Hulun Buir
Ǹg-chiu-sṳ	Wuzhou
Fòng-sàng-kóng-sṳ	Fangchenggang
Khîm-chiu-sṳ	Qinzhou
Kui-kóng-sṳ	Guigang
Ngiu̍k-lìm-sṳ	Yulin (Guangxi)
Pak-set-sṳ	Baise
Fo-chiu-sṳ	Hezhou
Hò-chhṳ̀-sṳ	Hechi
Lòi-pîn-sṳ	Laibin
Fuk-thièn-khî	Futian
Chhùng-chó-sṳ	Chongzuo
Thú-kâ-tshu̍k	Tujia
Lai-vân-khî	Liwan
Sîn-kie	Nuevos Territorios
Khôi-phìn-sṳ	Kaiping
Mo-yi	Comercio
Kędzierzyn-Koźle	Kędzierzyn-Koźle
Yo̍k-ho̍k	Farmacia
Kóng-tó-yen	Prefectura de Hiroshima
